recordid,hoursstudied,attendance,parentalinvolvement,accesstoresources,extracurricularactivities,sleephours,previousscores,motivationlevel,internetaccess,tutoringsessions,familyincome,teacherquality,schooltype,peerinfluence,physicalactivity,learningdisabilities,parentaleducationlevel,distancefromhome,gender,examscore,hoursstudiedminmax,hoursstudiedz,attendanceminmax,attendancez,sleephoursminmax,sleephoursz,previousscoresminmax,previousscoresz,tutoringsessionsminmax,tutoringsessionsz,physicalactivityminmax,physicalactivityz,examscoreminmax,examscorez
427,14,83,0,0,1,7,90,0,1,0,-1,-1,Public,-1,3,0,College,1,Female,65,0.30232558139534883721,-0.99745181539357705900,0.57500000000000000000,0.26175002319039914315,0.50000000000000000000,-0.01979407902453708564,0.80000000000000000000,1.03678418937455986270,0.00000000000000000000,-1.21384258651501877340,0.50000000000000000000,0.03140895357277217056,0.21739130434782608696,-0.57465224515723879360
548,19,96,0,-1,1,5,95,-1,0,2,0,-1,Private,0,3,0,High School,0,Female,68,0.41860465116279069767,-0.16281008886740319394,0.90000000000000000000,1.3875372661471629,0.16666666666666666667,-1.3820803302236653,0.90000000000000000000,1.3840116115502570,0.25000000000000000000,0.41141994648827009058,0.50000000000000000000,0.03140895357277217056,0.28260869565217391304,0.19646563117216544388
549,22,76,0,-1,0,9,76,0,1,2,-1,1,Public,0,5,0,High School,-1,Female,65,0.48837209302325581395,0.33797494704830112509,0.40000000000000000000,-0.34444310763247366216,0.83333333333333333333,1.34249217217459115821,0.52000000000000000000,0.06454740728260801603,0.25000000000000000000,0.41141994648827009058,0.83333333333333333333,1.9708384512859077,0.21739130434782608696,-0.57465224515723879360
550,16,73,1,-1,1,8,58,0,1,1,0,0,Public,0,4,0,High School,1,Female,64,0.34883720930232558140,-0.66359512478310751298,0.32500000000000000000,-0.60424016369941915015,0.66666666666666666667,0.66134904657502703628,0.16000000000000000000,-1.1854713125499015,0.12500000000000000000,-0.40121132001337434141,0.66666666666666666667,1.00112370242933995445,0.19565217391304347826,-0.83169153726704020610
553,27,95,1,0,0,7,52,1,1,3,0,1,Private,-1,3,0,College,0,Female,73,0.60465116279069767442,1.1726166735744750,0.87500000000000000000,1.3009382474581811,0.50000000000000000000,-0.01979407902453708564,0.04000000000000000000,-1.6021442191607380,0.37500000000000000000,1.22405121298991452258,0.50000000000000000000,0.03140895357277217056,0.39130434782608695652,1.4816620917211725
608,13,99,0,0,1,6,57,0,1,1,-1,0,Public,-1,5,0,College,1,Male,68,0.27906976744186046512,-1.1643801606988118,0.97500000000000000000,1.6473343222141084,0.33333333333333333333,-0.70093720462410120756,0.14000000000000000000,-1.2549167969850409,0.12500000000000000000,-0.40121132001337434141,0.83333333333333333333,1.9708384512859077,0.28260869565217391304,0.19646563117216544388
609,9,64,0,0,0,5,73,0,1,1,0,0,Public,1,4,0,College,1,Male,61,0.18604651162790697674,-1.8320935419197509,0.10000000000000000000,-1.3836313319002556,0.16666666666666666667,-1.3820803302236653,0.46000000000000000000,-0.14378904602281023682,0.12500000000000000000,-0.40121132001337434141,0.66666666666666666667,1.00112370242933995445,0.13043478260869565217,-1.6028094135964444
610,29,97,0,0,0,8,58,0,1,1,1,0,Private,-1,4,0,College,0,Female,72,0.65116279069767441860,1.5064733641849445,0.92500000000000000000,1.4741362848361448,0.66666666666666666667,0.66134904657502703628,0.16000000000000000000,-1.1854713125499015,0.12500000000000000000,-0.40121132001337434141,0.66666666666666666667,1.00112370242933995445,0.36956521739130434783,1.2246227996113711
668,29,69,0,1,0,6,96,-1,1,1,1,0,Public,1,4,0,High School,1,Female,70,0.65116279069767441860,1.5064733641849445,0.22500000000000000000,-0.95063623845534646747,0.33333333333333333333,-0.70093720462410120756,0.92000000000000000000,1.4534570959853964,0.12500000000000000000,-0.40121132001337434141,0.66666666666666666667,1.00112370242933995445,0.32608695652173913043,0.71054421539176826886
669,4,69,0,-1,0,9,93,-1,0,2,0,1,Private,-1,3,0,High School,0,Female,58,0.06976744186046511628,-2.6667352684459248,0.22500000000000000000,-0.95063623845534646747,0.83333333333333333333,1.34249217217459115821,0.86000000000000000000,1.2451206426799781,0.25000000000000000000,0.41141994648827009058,0.50000000000000000000,0.03140895357277217056,0.06521739130434782609,-2.3739272899258487
670,27,68,0,0,0,9,66,0,1,3,1,0,Private,1,3,0,High School,-1,Male,67,0.60465116279069767442,1.1726166735744750,0.20000000000000000000,-1.03723525714432829680,0.83333333333333333333,1.34249217217459115821,0.32000000000000000000,-0.62990743706878616016,0.37500000000000000000,1.22405121298991452258,0.50000000000000000000,0.03140895357277217056,0.26086956521739130435,-0.06057366093763596862
672,8,94,1,-1,0,8,89,1,1,0,0,0,Public,0,2,0,High School,1,Female,66,0.16279069767441860465,-1.9990218872249857,0.85000000000000000000,1.2143392287691993,0.66666666666666666667,0.66134904657502703628,0.78000000000000000000,0.96733870493942044508,0.00000000000000000000,-1.21384258651501877340,0.33333333333333333333,-0.93830579528379561332,0.23913043478260869565,-0.31761295304743738111
729,17,98,-1,1,0,5,75,-1,1,1,-1,-1,Private,1,3,1,College,1,Male,67,0.37209302325581395349,-0.49666677947787273997,0.95000000000000000000,1.5607353035251266,0.16666666666666666667,-1.3820803302236653,0.50000000000000000000,-0.00489807715253140159,0.12500000000000000000,-0.40121132001337434141,0.50000000000000000000,0.03140895357277217056,0.26086956521739130435,-0.06057366093763596862
730,15,94,-1,0,0,8,94,-1,1,1,1,0,Public,1,4,0,High School,0,Male,68,0.32558139534883720930,-0.83052347008834228599,0.85000000000000000000,1.2143392287691993,0.66666666666666666667,0.66134904657502703628,0.88000000000000000000,1.3145661271151175,0.12500000000000000000,-0.40121132001337434141,0.66666666666666666667,1.00112370242933995445,0.28260869565217391304,0.19646563117216544388
731,21,96,0,1,0,7,63,0,1,1,0,0,Private,-1,2,0,Postgraduate,-1,Female,70,0.46511627906976744186,0.17104660174306635208,0.90000000000000000000,1.3875372661471629,0.50000000000000000000,-0.01979407902453708564,0.26000000000000000000,-0.83824389037420441301,0.12500000000000000000,-0.40121132001337434141,0.33333333333333333333,-0.93830579528379561332,0.32608695652173913043,0.71054421539176826886
790,10,60,0,0,0,9,85,0,1,0,0,1,Public,1,4,0,Postgraduate,1,Male,62,0.20930232558139534884,-1.6651651966145162,0.00000000000000000000,-1.7300274066561829,0.83333333333333333333,1.34249217217459115821,0.70000000000000000000,0.68955676719886277461,0.00000000000000000000,-1.21384258651501877340,0.66666666666666666667,1.00112370242933995445,0.15217391304347826087,-1.3457701214866430
851,16,73,-1,1,1,7,96,0,1,1,0,0,Private,1,3,0,High School,0,Female,66,0.34883720930232558140,-0.66359512478310751298,0.32500000000000000000,-0.60424016369941915015,0.50000000000000000000,-0.01979407902453708564,0.92000000000000000000,1.4534570959853964,0.12500000000000000000,-0.40121132001337434141,0.50000000000000000000,0.03140895357277217056,0.23913043478260869565,-0.31761295304743738111
852,17,88,0,0,1,10,75,0,1,2,0,0,Public,0,3,0,High School,1,Male,68,0.37209302325581395349,-0.49666677947787273997,0.70000000000000000000,0.69474511663530828980,1.00000000000000000000,2.0236352977741553,0.50000000000000000000,-0.00489807715253140159,0.25000000000000000000,0.41141994648827009058,0.50000000000000000000,0.03140895357277217056,0.28260869565217391304,0.19646563117216544388
912,21,80,0,1,0,5,65,1,1,2,0,-1,Private,0,1,0,Postgraduate,0,Male,68,0.46511627906976744186,0.17104660174306635208,0.50000000000000000000,0.00195296712345365516,0.16666666666666666667,-1.3820803302236653,0.30000000000000000000,-0.69935292150392557778,0.25000000000000000000,0.41141994648827009058,0.16666666666666666667,-1.90802054414036339721,0.28260869565217391304,0.19646563117216544388
973,25,77,-1,0,1,7,71,0,1,0,0,0,Public,-1,3,0,High School,1,Female,66,0.55813953488372093023,0.83875998296400544412,0.42500000000000000000,-0.25784408894349183283,0.50000000000000000000,-0.01979407902453708564,0.42000000000000000000,-0.28268001489308907206,0.00000000000000000000,-1.21384258651501877340,0.50000000000000000000,0.03140895357277217056,0.23913043478260869565,-0.31761295304743738111
974,16,68,-1,0,1,7,85,1,1,1,-1,1,Private,1,3,0,Postgraduate,0,Female,64,0.34883720930232558140,-0.66359512478310751298,0.20000000000000000000,-1.03723525714432829680,0.50000000000000000000,-0.01979407902453708564,0.70000000000000000000,0.68955676719886277461,0.12500000000000000000,-0.40121132001337434141,0.50000000000000000000,0.03140895357277217056,0.19565217391304347826,-0.83169153726704020610
975,17,71,-1,0,1,6,62,0,1,2,-1,0,Public,0,3,1,College,1,Male,62,0.37209302325581395349,-0.49666677947787273997,0.27500000000000000000,-0.77743820107738280881,0.33333333333333333333,-0.70093720462410120756,0.24000000000000000000,-0.90768937480934383063,0.25000000000000000000,0.41141994648827009058,0.50000000000000000000,0.03140895357277217056,0.15217391304347826087,-1.3457701214866430
1034,24,76,-1,1,0,9,75,-1,1,0,-1,0,Private,1,5,0,High School,1,Male,66,0.53488372093023255814,0.67183163765877067111,0.40000000000000000000,-0.34444310763247366216,0.83333333333333333333,1.34249217217459115821,0.50000000000000000000,-0.00489807715253140159,0.00000000000000000000,-1.21384258651501877340,0.83333333333333333333,1.9708384512859077,0.23913043478260869565,-0.31761295304743738111
1035,17,98,1,1,0,9,94,-1,1,0,1,-1,Public,-1,3,0,College,1,Male,71,0.37209302325581395349,-0.49666677947787273997,0.95000000000000000000,1.5607353035251266,0.83333333333333333333,1.34249217217459115821,0.88000000000000000000,1.3145661271151175,0.00000000000000000000,-1.21384258651501877340,0.50000000000000000000,0.03140895357277217056,0.34782608695652173913,0.96758350750156968136
1036,29,91,0,1,1,7,87,0,0,2,0,1,Private,-1,4,0,College,1,Female,74,0.65116279069767441860,1.5064733641849445,0.77500000000000000000,0.95454217270225377779,0.50000000000000000000,-0.01979407902453708564,0.74000000000000000000,0.82844773606914160984,0.25000000000000000000,0.41141994648827009058,0.66666666666666666667,1.00112370242933995445,0.41304347826086956522,1.7387013838309739
1037,13,71,0,1,0,7,86,-1,1,2,-1,0,Public,1,3,0,Postgraduate,1,Male,65,0.27906976744186046512,-1.1643801606988118,0.27500000000000000000,-0.77743820107738280881,0.50000000000000000000,-0.01979407902453708564,0.72000000000000000000,0.75900225163400219222,0.25000000000000000000,0.41141994648827009058,0.50000000000000000000,0.03140895357277217056,0.21739130434782608696,-0.57465224515723879360
1094,20,92,0,-1,0,10,69,0,1,0,-1,0,Public,1,2,0,Postgraduate,-1,Male,67,0.44186046511627906977,0.00411825643783157907,0.80000000000000000000,1.0411411913912356,1.00000000000000000000,2.0236352977741553,0.38000000000000000000,-0.42157098376336790730,0.00000000000000000000,-1.21384258651501877340,0.33333333333333333333,-0.93830579528379561332,0.26086956521739130435,-0.06057366093763596862
1095,24,96,0,0,1,7,77,-1,0,0,-1,0,Public,-1,2,1,High School,1,Female,67,0.53488372093023255814,0.67183163765877067111,0.90000000000000000000,1.3875372661471629,0.50000000000000000000,-0.01979407902453708564,0.54000000000000000000,0.13399289171774743365,0.00000000000000000000,-1.21384258651501877340,0.33333333333333333333,-0.93830579528379561332,0.26086956521739130435,-0.06057366093763596862
1154,12,79,-1,1,0,6,55,0,1,1,-1,1,Private,0,4,0,College,-1,Female,62,0.25581395348837209302,-1.3313085060040466,0.47500000000000000000,-0.08464605156552817417,0.33333333333333333333,-0.70093720462410120756,0.10000000000000000000,-1.3938077658553198,0.12500000000000000000,-0.40121132001337434141,0.66666666666666666667,1.00112370242933995445,0.15217391304347826087,-1.3457701214866430
1215,18,86,1,-1,1,6,69,-1,1,2,0,1,Public,1,2,0,High School,1,Male,68,0.39534883720930232558,-0.32973843417263796696,0.65000000000000000000,0.52154707925734463114,0.33333333333333333333,-0.70093720462410120756,0.38000000000000000000,-0.42157098376336790730,0.25000000000000000000,0.41141994648827009058,0.33333333333333333333,-0.93830579528379561332,0.28260869565217391304,0.19646563117216544388
1216,27,91,-1,1,1,9,82,0,1,0,-1,-1,Public,0,1,0,High School,-1,Male,69,0.60465116279069767442,1.1726166735744750,0.77500000000000000000,0.95454217270225377779,0.83333333333333333333,1.34249217217459115821,0.64000000000000000000,0.48122031389344452175,0.00000000000000000000,-1.21384258651501877340,0.16666666666666666667,-1.90802054414036339721,0.30434782608695652174,0.45350492328196685637
1275,27,72,-1,-1,1,7,79,0,1,2,1,1,Public,1,2,0,Postgraduate,0,Female,68,0.60465116279069767442,1.1726166735744750,0.30000000000000000000,-0.69083918238840097948,0.50000000000000000000,-0.01979407902453708564,0.58000000000000000000,0.27288386058802626889,0.25000000000000000000,0.41141994648827009058,0.33333333333333333333,-0.93830579528379561332,0.28260869565217391304,0.19646563117216544388
1336,18,99,0,0,0,6,67,0,1,5,-1,0,Public,1,3,0,Postgraduate,1,Female,72,0.39534883720930232558,-0.32973843417263796696,0.97500000000000000000,1.6473343222141084,0.33333333333333333333,-0.70093720462410120756,0.34000000000000000000,-0.56046195263364674254,0.62500000000000000000,2.8493137459932034,0.50000000000000000000,0.03140895357277217056,0.36956521739130434783,1.2246227996113711
1397,12,64,0,0,0,9,51,-1,0,2,-1,0,Public,0,4,0,College,1,Male,59,0.25581395348837209302,-1.3313085060040466,0.10000000000000000000,-1.3836313319002556,0.83333333333333333333,1.34249217217459115821,0.02000000000000000000,-1.6715897035958774,0.25000000000000000000,0.41141994648827009058,0.66666666666666666667,1.00112370242933995445,0.08695652173913043478,-2.1168879978160473
1458,22,75,1,1,1,9,66,-1,1,0,-1,0,Private,0,2,0,Postgraduate,1,Male,67,0.48837209302325581395,0.33797494704830112509,0.37500000000000000000,-0.43104212632145549149,0.83333333333333333333,1.34249217217459115821,0.32000000000000000000,-0.62990743706878616016,0.00000000000000000000,-1.21384258651501877340,0.33333333333333333333,-0.93830579528379561332,0.26086956521739130435,-0.06057366093763596862
1459,28,84,0,0,1,8,51,0,0,3,0,0,Public,1,4,0,Postgraduate,1,Female,71,0.62790697674418604651,1.3395450188797098,0.60000000000000000000,0.34834904187938097248,0.66666666666666666667,0.66134904657502703628,0.02000000000000000000,-1.6715897035958774,0.37500000000000000000,1.22405121298991452258,0.66666666666666666667,1.00112370242933995445,0.34782608695652173913,0.96758350750156968136
1460,24,80,1,-1,1,6,82,0,1,1,-1,1,Public,0,3,0,College,0,Female,68,0.53488372093023255814,0.67183163765877067111,0.50000000000000000000,0.00195296712345365516,0.33333333333333333333,-0.70093720462410120756,0.64000000000000000000,0.48122031389344452175,0.12500000000000000000,-0.40121132001337434141,0.50000000000000000000,0.03140895357277217056,0.28260869565217391304,0.19646563117216544388
1579,16,90,0,0,0,7,54,1,0,2,0,0,Public,1,3,0,High School,1,Female,67,0.34883720930232558140,-0.66359512478310751298,0.75000000000000000000,0.86794315401327194846,0.50000000000000000000,-0.01979407902453708564,0.08000000000000000000,-1.4632532502904592,0.25000000000000000000,0.41141994648827009058,0.50000000000000000000,0.03140895357277217056,0.26086956521739130435,-0.06057366093763596862
1640,14,87,0,0,0,6,76,0,1,1,-1,0,Private,1,4,0,College,-1,Female,66,0.30232558139534883721,-0.99745181539357705900,0.67500000000000000000,0.60814609794632646047,0.33333333333333333333,-0.70093720462410120756,0.52000000000000000000,0.06454740728260801603,0.12500000000000000000,-0.40121132001337434141,0.66666666666666666667,1.00112370242933995445,0.23913043478260869565,-0.31761295304743738111
1701,22,69,-1,0,0,7,98,-1,1,0,-1,0,Public,1,2,0,Postgraduate,0,Male,64,0.48837209302325581395,0.33797494704830112509,0.22500000000000000000,-0.95063623845534646747,0.50000000000000000000,-0.01979407902453708564,0.96000000000000000000,1.5923480648556752,0.00000000000000000000,-1.21384258651501877340,0.33333333333333333333,-0.93830579528379561332,0.19565217391304347826,-0.83169153726704020610
1702,23,66,0,-1,1,8,73,1,1,2,1,0,Public,1,2,0,College,1,Female,66,0.51162790697674418605,0.50490329235353589810,0.15000000000000000000,-1.2104332945222920,0.66666666666666666667,0.66134904657502703628,0.46000000000000000000,-0.14378904602281023682,0.25000000000000000000,0.41141994648827009058,0.33333333333333333333,-0.93830579528379561332,0.23913043478260869565,-0.31761295304743738111
1703,24,75,0,1,1,9,75,1,1,0,0,1,Public,1,3,0,College,-1,Male,69,0.53488372093023255814,0.67183163765877067111,0.37500000000000000000,-0.43104212632145549149,0.83333333333333333333,1.34249217217459115821,0.50000000000000000000,-0.00489807715253140159,0.00000000000000000000,-1.21384258651501877340,0.50000000000000000000,0.03140895357277217056,0.30434782608695652174,0.45350492328196685637
1761,30,96,1,0,1,10,52,0,1,0,1,1,Public,1,4,0,College,0,Female,74,0.67441860465116279070,1.6734017094901793,0.90000000000000000000,1.3875372661471629,1.00000000000000000000,2.0236352977741553,0.04000000000000000000,-1.6021442191607380,0.00000000000000000000,-1.21384258651501877340,0.66666666666666666667,1.00112370242933995445,0.41304347826086956522,1.7387013838309739
1762,24,70,0,1,0,8,59,-1,1,2,-1,1,Public,1,5,0,High School,1,Male,67,0.53488372093023255814,0.67183163765877067111,0.25000000000000000000,-0.86403721976636463814,0.66666666666666666667,0.66134904657502703628,0.18000000000000000000,-1.1160258281147621,0.25000000000000000000,0.41141994648827009058,0.83333333333333333333,1.9708384512859077,0.26086956521739130435,-0.06057366093763596862
1763,20,71,1,0,0,6,93,1,1,2,0,1,Public,-1,2,0,Postgraduate,1,Male,68,0.44186046511627906977,0.00411825643783157907,0.27500000000000000000,-0.77743820107738280881,0.33333333333333333333,-0.70093720462410120756,0.86000000000000000000,1.2451206426799781,0.25000000000000000000,0.41141994648827009058,0.33333333333333333333,-0.93830579528379561332,0.28260869565217391304,0.19646563117216544388
1881,26,75,0,-1,1,4,79,0,1,2,1,0,Public,-1,1,0,College,1,Male,67,0.58139534883720930233,1.0056883282692402,0.37500000000000000000,-0.43104212632145549149,0.00000000000000000000,-2.0632234558232295,0.58000000000000000000,0.27288386058802626889,0.25000000000000000000,0.41141994648827009058,0.16666666666666666667,-1.90802054414036339721,0.26086956521739130435,-0.06057366093763596862
1941,22,88,0,0,1,5,60,-1,1,1,-1,0,Public,0,2,0,High School,0,Male,67,0.48837209302325581395,0.33797494704830112509,0.70000000000000000000,0.69474511663530828980,0.16666666666666666667,-1.3820803302236653,0.20000000000000000000,-1.0465803436796227,0.12500000000000000000,-0.40121132001337434141,0.33333333333333333333,-0.93830579528379561332,0.26086956521739130435,-0.06057366093763596862
2002,19,82,0,0,0,7,94,0,1,1,0,0,Public,1,3,0,High School,1,Female,68,0.41860465116279069767,-0.16281008886740319394,0.55000000000000000000,0.17515100450141731382,0.50000000000000000000,-0.01979407902453708564,0.88000000000000000000,1.3145661271151175,0.12500000000000000000,-0.40121132001337434141,0.50000000000000000000,0.03140895357277217056,0.28260869565217391304,0.19646563117216544388
2063,22,93,1,-1,1,9,97,0,1,2,0,0,Public,0,3,1,High School,1,Male,71,0.48837209302325581395,0.33797494704830112509,0.82500000000000000000,1.1277402100802174,0.83333333333333333333,1.34249217217459115821,0.94000000000000000000,1.5229025804205358,0.25000000000000000000,0.41141994648827009058,0.50000000000000000000,0.03140895357277217056,0.34782608695652173913,0.96758350750156968136
2124,18,78,0,1,1,9,85,1,1,1,-1,1,Private,-1,2,0,Postgraduate,1,Male,68,0.39534883720930232558,-0.32973843417263796696,0.45000000000000000000,-0.17124507025451000350,0.83333333333333333333,1.34249217217459115821,0.70000000000000000000,0.68955676719886277461,0.12500000000000000000,-0.40121132001337434141,0.33333333333333333333,-0.93830579528379561332,0.28260869565217391304,0.19646563117216544388
2185,7,96,1,0,1,6,68,0,1,2,-1,1,Public,0,1,0,High School,1,Female,67,0.13953488372093023256,-2.1659502325302205,0.90000000000000000000,1.3875372661471629,0.33333333333333333333,-0.70093720462410120756,0.36000000000000000000,-0.49101646819850732492,0.25000000000000000000,0.41141994648827009058,0.16666666666666666667,-1.90802054414036339721,0.26086956521739130435,-0.06057366093763596862
2186,29,96,1,1,1,9,56,-1,1,0,-1,1,Private,0,4,0,High School,1,Male,73,0.65116279069767441860,1.5064733641849445,0.90000000000000000000,1.3875372661471629,0.83333333333333333333,1.34249217217459115821,0.12000000000000000000,-1.3243622814201803,0.00000000000000000000,-1.21384258651501877340,0.66666666666666666667,1.00112370242933995445,0.39130434782608695652,1.4816620917211725
2187,11,99,0,1,1,7,88,1,0,4,0,-1,Private,0,3,0,College,1,Male,71,0.23255813953488372093,-1.4982368513092814,0.97500000000000000000,1.6473343222141084,0.50000000000000000000,-0.01979407902453708564,0.76000000000000000000,0.89789322050428102746,0.50000000000000000000,2.0366824794915590,0.50000000000000000000,0.03140895357277217056,0.34782608695652173913,0.96758350750156968136
2307,24,99,1,0,0,4,92,-1,1,2,1,0,Private,0,3,0,High School,-1,Male,72,0.53488372093023255814,0.67183163765877067111,0.97500000000000000000,1.6473343222141084,0.00000000000000000000,-2.0632234558232295,0.84000000000000000000,1.1756751582448387,0.25000000000000000000,0.41141994648827009058,0.50000000000000000000,0.03140895357277217056,0.36956521739130434783,1.2246227996113711
2368,10,90,1,0,1,7,80,-1,1,0,0,0,Public,0,5,0,High School,1,Female,67,0.20930232558139534884,-1.6651651966145162,0.75000000000000000000,0.86794315401327194846,0.50000000000000000000,-0.01979407902453708564,0.60000000000000000000,0.34232934502316568651,0.00000000000000000000,-1.21384258651501877340,0.83333333333333333333,1.9708384512859077,0.26086956521739130435,-0.06057366093763596862
2369,13,74,1,1,1,5,88,-1,1,3,-1,0,Private,0,3,1,College,1,Female,66,0.27906976744186046512,-1.1643801606988118,0.35000000000000000000,-0.51764114501043732082,0.16666666666666666667,-1.3820803302236653,0.76000000000000000000,0.89789322050428102746,0.37500000000000000000,1.22405121298991452258,0.50000000000000000000,0.03140895357277217056,0.23913043478260869565,-0.31761295304743738111
2429,27,68,0,0,1,7,95,-1,1,0,0,0,Public,1,4,0,High School,1,Male,67,0.60465116279069767442,1.1726166735744750,0.20000000000000000000,-1.03723525714432829680,0.50000000000000000000,-0.01979407902453708564,0.90000000000000000000,1.3840116115502570,0.00000000000000000000,-1.21384258651501877340,0.66666666666666666667,1.00112370242933995445,0.26086956521739130435,-0.06057366093763596862
2490,8,97,1,0,1,10,70,1,1,0,-1,-1,Public,0,1,0,High School,1,Male,66,0.16279069767441860465,-1.9990218872249857,0.92500000000000000000,1.4741362848361448,1.00000000000000000000,2.0236352977741553,0.40000000000000000000,-0.35212549932822848968,0.00000000000000000000,-1.21384258651501877340,0.16666666666666666667,-1.90802054414036339721,0.23913043478260869565,-0.31761295304743738111
2551,10,85,-1,-1,1,6,53,1,1,1,-1,0,Private,0,3,1,High School,0,Male,60,0.20930232558139534884,-1.6651651966145162,0.62500000000000000000,0.43494806056836280181,0.33333333333333333333,-0.70093720462410120756,0.06000000000000000000,-1.5326987347255986,0.12500000000000000000,-0.40121132001337434141,0.50000000000000000000,0.03140895357277217056,0.10869565217391304348,-1.8598487057062459
2552,9,86,1,0,0,8,65,1,1,0,0,0,Public,1,3,0,College,1,Female,66,0.18604651162790697674,-1.8320935419197509,0.65000000000000000000,0.52154707925734463114,0.66666666666666666667,0.66134904657502703628,0.30000000000000000000,-0.69935292150392557778,0.00000000000000000000,-1.21384258651501877340,0.50000000000000000000,0.03140895357277217056,0.23913043478260869565,-0.31761295304743738111
2680,18,81,0,0,1,4,84,-1,1,1,0,0,Private,1,4,0,College,1,Female,68,0.39534883720930232558,-0.32973843417263796696,0.52500000000000000000,0.08855198581243548449,0.00000000000000000000,-2.0632234558232295,0.68000000000000000000,0.62011128276372335699,0.12500000000000000000,-0.40121132001337434141,0.66666666666666666667,1.00112370242933995445,0.28260869565217391304,0.19646563117216544388
